Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
379,Aaron Ramsey\Aaron-Ramsey,wal WAL,MFFW,Arsenal,27,1990,28,14,1331,4,6,0,0,0,0,0.27,0.41,0.68,0.27,0.68,3.2,3.2,2.4,0.22,0.16,0.38,0.22,0.38,Matches
380,Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,17,2000,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
381,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,20,1997,33,26,2334,10,6,0,0,3,1,0.39,0.23,0.62,0.39,0.62,9.4,9.4,4.4,0.36,0.17,0.53,0.36,0.53,Matches
382,Tim Ream\Tim-Ream,us USA,DF,Fulham,30,1987,26,25,2047,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
383,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,24,1994,38,36,3270,6,4,0,0,3,0,0.17,0.11,0.28,0.17,0.28,6.3,6.3,5.4,0.17,0.15,0.32,0.17,0.32,Matches
384,Bobby Reid\Bobby-Reid,jm JAM,FWMF,Cardiff City,25,1993,27,16,1424,5,2,1,1,0,0,0.32,0.13,0.44,0.25,0.38,4.4,3.7,1,0.28,0.06,0.34,0.23,0.29,Matches
385,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,19,1999,34,34,3003,2,0,0,0,4,0,0.06,0,0.06,0.06,0.06,1.4,1.4,0.5,0.04,0.01,0.06,0.04,0.06,Matches
386,Jazz Richards\Jazz-Richards,wal WAL,DFMF,Cardiff City,27,1991,4,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
387,Richarlison\Richarlison,br BRA,FWMF,Everton,21,1997,35,32,2665,13,1,0,0,5,1,0.44,0.03,0.47,0.44,0.47,9,9,1.4,0.3,0.05,0.35,0.3,0.35,Matches
388,Diego Rico\Diego-Rico,es ESP,DFMF,Bournemouth,25,1993,12,5,612,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,1.1,0.03,0.17,0.2,0.03,0.2,Matches
389,Sergio Rico\Sergio-Rico,es ESP,GK,Fulham,24,1993,29,29,2610,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0.01,0.01,0,0.01,Matches
390,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,28,1989,36,35,2928,2,8,1,2,9,0,0.06,0.25,0.31,0.03,0.28,5,3.5,4.6,0.15,0.14,0.29,0.11,0.25,Matches
391,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,24,1994,36,36,3216,0,11,0,0,4,0,0,0.31,0.31,0,0.31,0.9,0.9,6.8,0.03,0.19,0.22,0.03,0.22,Matches
392,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,28,1990,5,2,212,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0,0.11,0,0.11,0.11,0.11,Matches
393,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,26,1991,31,25,2136,1,0,0,0,11,0,0.04,0,0.04,0.04,0.04,0.8,0.8,0.4,0.03,0.01,0.05,0.03,0.05,Matches
394,Salomón Rondón\Salomon-Rondon,ve VEN,FW,Newcastle Utd,28,1989,32,30,2603,11,7,0,0,1,0,0.38,0.24,0.62,0.38,0.62,11,11,3.3,0.38,0.11,0.49,0.38,0.49,Matches
395,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,28,1990,26,20,1798,0,3,0,0,5,0,0,0.15,0.15,0,0.15,0.7,0.7,2.1,0.03,0.11,0.14,0.03,0.14,Matches
396,Aaron Rowe\Aaron-Rowe,eng ENG,FW,Huddersfield,17,2000,2,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
397,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,31,1986,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
398,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,25,1993,33,33,2871,1,0,0,0,7,0,0.03,0,0.03,0.03,0.03,2,2,0.5,0.06,0.02,0.08,0.06,0.08,Matches
399,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,26,1992,34,34,3060,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
400,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,FW,Huddersfield,21,1996,2,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
401,Romain Saïss\Romain-Saiss,ma MAR,MFDF,Wolves,28,1990,19,12,1149,2,0,0,0,7,0,0.16,0,0.16,0.16,0.16,1.5,1.5,0.3,0.12,0.02,0.14,0.12,0.14,Matches
402,Bukayo Saka\Bukayo-Saka,eng ENG,FW,Arsenal,16,2001,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
403,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,28,1990,27,27,2416,0,0,0,0,2,0,0,0,0,0,0,0.8,0.8,0.5,0.03,0.02,0.05,0.03,0.05,Matches
404,Bakary Sako\Bakary-Sako,ml MLI,FWMF,Crystal Palace,30,1988,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
405,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,26,1992,38,37,3250,22,8,3,3,1,0,0.61,0.22,0.83,0.53,0.75,19.1,16.8,9.1,0.53,0.25,0.78,0.46,0.72,Matches
406,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Manchester Utd,29,1988,20,9,880,1,3,0,0,3,0,0.1,0.31,0.41,0.1,0.41,1.5,1.5,3.1,0.15,0.31,0.46,0.15,0.46,Matches
407,Carlos Sánchez\Carlos-Sanchez,co COL,MF,West Ham,32,1986,7,2,245,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches
408,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,22,1996,23,22,1942,1,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,1.2,1.2,0,0.05,0,0.06,0.05,0.06,Matches
409,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,22,1996,31,21,1867,10,10,0,0,1,0,0.48,0.48,0.96,0.48,0.96,6,6,6.6,0.29,0.32,0.61,0.29,0.61,Matches
410,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,26,1991,24,22,1999,4,1,0,0,12,0,0.18,0.05,0.23,0.18,0.23,1.7,1.7,0.6,0.08,0.03,0.1,0.08,0.1,Matches
411,Christopher Schindler\Christopher-Schindler,de GER,DF,Huddersfield,28,1990,37,37,3260,1,0,0,0,5,1,0.03,0,0.03,0.03,0.03,1.4,1.4,0.2,0.04,0.01,0.05,0.04,0.05,Matches
412,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFFW,Crystal Palace,25,1992,30,18,1670,4,1,0,0,1,0,0.22,0.05,0.27,0.22,0.27,3,3,1.5,0.16,0.08,0.25,0.16,0.25,Matches
413,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,31,1986,38,38,3420,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.4,0,0.01,0.01,0,0.01,Matches
414,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,28,1989,14,10,834,0,1,0,0,2,0,0,0.11,0.11,0,0.11,0.1,0.1,0.6,0.01,0.06,0.08,0.01,0.08,Matches
415,André Schürrle\Andre-Schurrle,de GER,FWMF,Fulham,27,1990,24,21,1641,6,0,0,0,2,0,0.33,0,0.33,0.33,0.33,3.4,3.4,1.6,0.18,0.09,0.27,0.18,0.27,Matches
416,Ken Sema\Ken-Sema,se SWE,FWMF,Watford,24,1993,17,9,754,1,2,0,0,1,0,0.12,0.24,0.36,0.12,0.36,0.8,0.8,0.4,0.09,0.05,0.14,0.09,0.14,Matches
417,Jean Seri\Jean-Seri,ci CIV,MF,Fulham,27,1991,32,27,2244,1,2,0,0,6,0,0.04,0.08,0.12,0.04,0.12,1.1,1.1,3.8,0.04,0.15,0.2,0.04,0.2,Matches
418,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,FWDF,Fulham,18,2000,35,26,2300,2,6,0,0,0,0,0.08,0.23,0.31,0.08,0.31,3.2,3.2,4.8,0.12,0.19,0.31,0.12,0.31,Matches
419,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Liverpool,26,1991,24,11,1064,6,3,0,0,2,0,0.51,0.25,0.76,0.51,0.76,3.7,3.7,1.9,0.32,0.16,0.47,0.32,0.47,Matches
420,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,23,1995,29,29,2591,1,4,0,0,11,0,0.03,0.14,0.17,0.03,0.17,1,1,3.5,0.03,0.12,0.16,0.03,0.16,Matches
421,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,26,1992,16,10,948,1,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19,1,1,1.4,0.09,0.13,0.22,0.09,0.22,Matches
422,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,28,1989,38,36,3117,13,6,2,5,3,0,0.38,0.17,0.55,0.32,0.49,10.8,6.9,7,0.31,0.2,0.51,0.2,0.4,Matches
423,Adrien Silva\Adrien-Silva,pt POR,MF,Leicester City,29,1989,2,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
424,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,23,1994,36,31,2854,7,7,0,0,3,0,0.22,0.22,0.44,0.22,0.44,6.5,6.5,7.4,0.21,0.23,0.44,0.21,0.44,Matches
425,David Silva\David-Silva,es ESP,MF,Manchester City,32,1986,33,28,2401,6,8,0,0,2,0,0.22,0.3,0.52,0.22,0.52,6.9,6.9,9,0.26,0.34,0.6,0.26,0.6,Matches
426,Xande Silva\Xande-Silva,pt POR,FW,West Ham,21,1997,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.33,0.1,0.43,0.33,0.43,Matches
427,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,31,1987,6,3,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
428,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,21,1997,6,4,403,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.03,0.01,0.04,0.03,0.04,Matches
429,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,21,1997,7,2,212,0,1,0,0,0,0,0,0.42,0.42,0,0.42,0.6,0.6,0.5,0.25,0.22,0.47,0.25,0.47,Matches
430,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,28,1989,29,27,2330,0,3,0,0,2,0,0,0.12,0.12,0,0.12,1.2,1.2,2.4,0.04,0.09,0.14,0.04,0.14,Matches
431,Oliver Skipp\Oliver-Skipp,eng ENG,MFFW,Tottenham,17,2000,8,2,220,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.01,0.03,0.02,0.03,Matches
432,Callum Slattery\Callum-Slattery,eng ENG,MF,Southampton,19,1999,3,1,112,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.14,0,0.14,0.14,0.14,Matches
433,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,28,1989,24,24,2127,1,0,0,0,1,0,0.04,0,0.04,0.04,0.04,1.1,1.1,0.4,0.05,0.02,0.06,0.05,0.06,Matches
434,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,27,1991,25,25,2066,1,1,0,0,5,1,0.04,0.04,0.09,0.04,0.09,0.4,0.4,0.8,0.02,0.04,0.05,0.02,0.05,Matches
435,Tommy Smith\Tommy-Smith,eng ENG,DF,Huddersfield,26,1992,15,13,1141,0,0,0,0,2,1,0,0,0,0,0,0,0,0.5,0,0.04,0.04,0,0.04,Matches
436,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,30,1987,33,25,2220,2,5,0,0,10,0,0.08,0.2,0.28,0.08,0.28,2.3,2.3,4.9,0.09,0.2,0.29,0.09,0.29,Matches
437,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,26,1991,18,16,1495,1,2,0,0,4,0,0.06,0.12,0.18,0.06,0.18,0.3,0.3,1.2,0.02,0.07,0.09,0.02,0.09,Matches
438,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,FW,Huddersfield,21,1997,4,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.29,0.29,0,0.29,Matches
439,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Bournemouth,20,1997,10,2,347,0,1,0,0,0,0,0,0.26,0.26,0,0.26,0.9,0.9,0.6,0.23,0.16,0.39,0.23,0.39,Matches
440,Pape Souaré\Pape-Souare,sn SEN,DF,Crystal Palace,28,1990,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
441,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,22,1996,6,4,372,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.03,0,0.03,0.03,0.03,Matches
442,Julián Speroni\Julian-Speroni,ar ARG,GK,Crystal Palace,39,1979,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
443,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,28,1989,23,11,1031,2,3,1,1,1,0,0.17,0.26,0.44,0.09,0.35,3.9,3.1,2.1,0.34,0.18,0.52,0.27,0.45,Matches
444,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,29,1989,30,29,2485,1,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,0.3,0.3,0.8,0.01,0.03,0.04,0.01,0.04,Matches
445,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,24,1994,24,19,1700,1,0,0,0,4,0,0.05,0,0.05,0.05,0.05,0.7,0.7,0.1,0.04,0.01,0.04,0.04,0.04,Matches
446,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,23,1994,34,31,2771,17,9,0,0,3,0,0.55,0.29,0.84,0.55,0.84,13.1,13.1,9.2,0.43,0.3,0.73,0.43,0.73,Matches
447,John Stones\John-Stones,eng ENG,DF,Manchester City,24,1994,24,20,1764,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.01,0.01,0.02,0.01,0.02,Matches
448,Daniel Sturridge\Daniel-Sturridge,eng ENG,FWMF,Liverpool,28,1989,18,4,509,2,1,0,0,1,0,0.35,0.18,0.53,0.35,0.53,1.2,1.2,1.2,0.21,0.21,0.42,0.21,0.42,Matches
449,Denis Suárez\Denis-Suarez,es ESP,FW,Arsenal,24,1994,4,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
450,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,22,1996,30,9,1052,1,1,0,0,4,0,0.09,0.09,0.17,0.09,0.17,2.7,2.7,2.1,0.23,0.18,0.41,0.23,0.41,Matches
451,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,29,1989,18,14,1302,0,1,0,0,2,0,0,0.07,0.07,0,0.07,0.2,0.2,0.9,0.01,0.06,0.07,0.01,0.07,Matches
452,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,31,1986,18,16,1439,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.7,0.02,0.04,0.06,0.02,0.06,Matches
453,Sam Surridge\Sam-Surridge,eng ENG,FWDF,Bournemouth,20,1998,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,2.7,0.44,3.14,2.7,3.14,Matches
454,Alexander Sørloth\Alexander-Sorloth,no NOR,FWMF,Crystal Palace,22,1995,12,0,185,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.11,0.29,0.4,0.11,0.4,Matches
455,Matt Targett\Matt-Targett,eng ENG,DFMF,Southampton,22,1995,16,13,1186,1,3,0,0,2,0,0.08,0.23,0.3,0.08,0.3,0.6,0.6,2.5,0.04,0.19,0.24,0.04,0.24,Matches
456,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,25,1992,35,35,3086,3,1,0,0,8,0,0.09,0.03,0.12,0.09,0.12,3.6,3.6,0.3,0.11,0.01,0.11,0.11,0.11,Matches
457,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,24,1993,38,35,3243,0,1,0,0,2,0,0,0.03,0.03,0,0.03,0.1,0.1,1.1,0,0.03,0.03,0,0.03,Matches
458,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,21,1997,13,13,1086,3,4,0,0,2,0,0.25,0.33,0.58,0.25,0.58,1.8,1.8,2.5,0.15,0.21,0.36,0.15,0.36,Matches
459,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,29,1989,29,29,2560,1,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,1.3,1.3,0.9,0.04,0.03,0.08,0.04,0.08,Matches
460,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,22,1996,34,24,2382,2,2,0,0,7,1,0.08,0.08,0.15,0.08,0.15,1.7,1.7,1.3,0.06,0.05,0.11,0.06,0.11,Matches
461,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,27,1991,25,10,1059,3,3,0,0,3,0,0.25,0.25,0.51,0.25,0.51,3.9,3.9,0.5,0.33,0.05,0.37,0.33,0.37,Matches
462,Andros Townsend\Andros-Townsend,eng ENG,FWMF,Crystal Palace,27,1991,38,34,3009,6,4,0,0,1,0,0.18,0.12,0.3,0.18,0.3,4.9,4.9,5.2,0.15,0.16,0.3,0.15,0.3,Matches
463,Adama Traoré\Adama-Traore,es ESP,FWDF,Wolves,22,1996,29,8,902,1,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,1.2,1.2,1.8,0.12,0.18,0.3,0.12,0.3,Matches
464,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,19,1999,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
465,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Tottenham,27,1990,27,26,2276,1,3,0,0,2,0,0.04,0.12,0.16,0.04,0.16,0.5,0.5,4.2,0.02,0.17,0.19,0.02,0.19,Matches
466,Antonio Valencia\Antonio-Valencia,ec ECU,DFMF,Manchester Utd,32,1985,6,5,466,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.6,0.01,0.12,0.14,0.01,0.14,Matches
467,Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,19,1999,23,20,1712,2,1,0,0,4,1,0.11,0.05,0.16,0.11,0.16,0.6,0.6,0.2,0.03,0.01,0.04,0.03,0.04,Matches
468,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,31,1987,34,30,2726,18,4,4,5,3,1,0.59,0.13,0.73,0.46,0.59,17.5,13.7,4.4,0.58,0.14,0.72,0.45,0.6,Matches
469,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,31,1987,22,22,1911,1,0,0,0,4,1,0.05,0,0.05,0.05,0.05,1.5,1.5,0.2,0.07,0.01,0.08,0.07,0.08,Matches
470,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,25,1992,23,23,2027,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0.6,0.02,0.03,0.05,0.02,0.05,Matches
471,Luciano Vietto\Luciano-Vietto,ar ARG,FWMF,Fulham,24,1993,20,10,986,1,4,0,0,1,0,0.09,0.37,0.46,0.09,0.46,2.1,2.1,2.2,0.2,0.2,0.4,0.2,0.4,Matches
472,Rúben Vinagre\Ruben-Vinagre,pt POR,DFMF,Wolves,19,1999,17,7,710,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.8,0.04,0.1,0.14,0.04,0.14,Matches
473,Sam Vokes\Sam-Vokes,wal WAL,FW,Burnley,28,1989,20,10,915,3,0,0,0,0,0,0.3,0,0.3,0.3,0.3,2.7,2.7,0.5,0.26,0.04,0.31,0.26,0.31,Matches
474,Michel Vorm\Michel-Vorm,nl NED,GK,Tottenham,34,1983,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
475,Matěj Vydra\Matej-Vydra,cz CZE,FWMF,Burnley,26,1992,13,3,318,1,1,0,0,1,0,0.28,0.28,0.57,0.28,0.57,1.4,1.4,0.2,0.41,0.07,0.48,0.41,0.48,Matches
476,Theo Walcott\Theo-Walcott,eng ENG,FWMF,Everton,29,1989,37,24,2119,5,2,0,0,1,0,0.21,0.08,0.3,0.21,0.3,5.7,5.7,2.5,0.24,0.11,0.35,0.24,0.35,Matches
477,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,28,1990,33,30,2779,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,1.7,0.02,0.05,0.08,0.02,0.08,Matches
478,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,21,1997,6,4,376,0,3,0,0,1,0,0,0.72,0.72,0,0.72,0.4,0.4,0.7,0.09,0.17,0.26,0.09,0.26,Matches
479,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Crystal Palace,20,1997,35,35,3134,0,3,0,0,4,1,0,0.09,0.09,0,0.09,0.5,0.5,1.8,0.01,0.05,0.07,0.01,0.07,Matches
480,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,27,1991,13,4,516,1,0,0,0,2,0,0.17,0,0.17,0.17,0.17,1,1,0,0.17,0.01,0.18,0.17,0.18,Matches
481,Danny Ward\Danny-Ward,eng ENG,FW,Cardiff City,26,1991,14,4,445,1,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.6,0.6,0.2,0.12,0.03,0.15,0.12,0.15,Matches
482,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,28,1989,7,6,552,1,0,0,0,1,0,0.16,0,0.16,0.16,0.16,0.7,0.7,0.2,0.11,0.03,0.14,0.11,0.14,Matches
483,Stephen Ward\Stephen-Ward,ie IRL,DF,Burnley,32,1985,3,3,228,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06,Matches
484,James Ward-Prowse\James-Ward-Prowse,eng ENG,MFDF,Southampton,23,1994,26,21,1945,7,0,1,1,4,0,0.32,0,0.32,0.28,0.28,3.7,2.9,3.2,0.17,0.15,0.32,0.14,0.29,Matches
485,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Arsenal,27,1990,8,1,153,1,1,0,0,0,0,0.59,0.59,1.18,0.59,1.18,0.5,0.5,0.7,0.3,0.42,0.72,0.3,0.72,Matches
486,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,28,1990,34,31,2824,2,7,0,0,5,0,0.06,0.22,0.29,0.06,0.29,2.1,2.1,5.1,0.07,0.16,0.23,0.07,0.23,Matches
487,Connor Wickham\Connor-Wickham,eng ENG,FW,Crystal Palace,25,1993,6,0,67,0,1,0,0,0,0,0,1.34,1.34,0,1.34,0.5,0.5,0.3,0.68,0.45,1.13,0.68,1.13,Matches
488,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,27,1990,35,32,2725,3,0,0,0,3,0,0.1,0,0.1,0.1,0.1,2.4,2.4,1.2,0.08,0.04,0.12,0.08,0.12,Matches
489,Danny Williams\Danny-Williams,us USA,MF,Huddersfield,29,1989,5,1,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches
490,Willian\Willian,br BRA,FW,Chelsea,29,1988,32,26,2097,3,6,0,0,2,0,0.13,0.26,0.39,0.13,0.39,4.6,4.6,6.2,0.2,0.27,0.46,0.2,0.46,Matches
491,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,18,1999,2,1,64,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.17,0,0.17,0.17,0.17,Matches
492,Ben Wilmot\Ben-Wilmot,eng ENG,MF,Watford,18,1999,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
493,Jack Wilshere\Jack-Wilshere,eng ENG,MF,West Ham,26,1992,8,4,392,0,1,0,0,2,0,0,0.23,0.23,0,0.23,0.2,0.2,0.4,0.05,0.09,0.14,0.05,0.14,Matches
494,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,26,1992,30,29,2528,14,9,1,2,3,0,0.5,0.32,0.82,0.46,0.78,14.1,12.6,4.2,0.5,0.15,0.65,0.45,0.6,Matches
495,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,22,1996,26,17,1597,1,0,0,0,4,0,0.06,0,0.06,0.06,0.06,0.6,0.6,0.2,0.04,0.01,0.04,0.04,0.04,Matches
496,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,26,1991,38,29,2588,10,2,0,0,2,0,0.35,0.07,0.42,0.35,0.42,8.9,8.9,2,0.31,0.07,0.38,0.31,0.38,Matches
497,Granit Xhaka\Granit-Xhaka,ch SUI,MFDF,Arsenal,25,1992,29,29,2498,4,2,0,0,10,0,0.14,0.07,0.22,0.14,0.22,1.6,1.6,3.6,0.06,0.13,0.19,0.06,0.19,Matches
498,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,FWMF,West Ham,28,1989,9,5,459,2,0,0,0,2,0,0.39,0,0.39,0.39,0.39,1,1,0.5,0.21,0.11,0.31,0.21,0.31,Matches
499,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,25,1993,29,28,2473,1,2,0,0,6,1,0.04,0.07,0.11,0.04,0.11,1,1,2.9,0.04,0.1,0.14,0.04,0.14,Matches
500,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,29,1988,17,17,1518,0,1,0,0,0,0,0,0.06,0.06,0,0.06,1.7,1.7,0.4,0.1,0.02,0.13,0.1,0.13,Matches
501,Ashley Young\Ashley-Young,eng ENG,DF,Manchester Utd,33,1985,30,28,2569,2,2,0,0,9,1,0.07,0.07,0.14,0.07,0.14,0.4,0.4,3.4,0.01,0.12,0.13,0.01,0.13,Matches
502,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,West Ham,33,1985,26,23,2092,0,1,0,0,4,0,0,0.04,0.04,0,0.04,0.2,0.2,0.8,0.01,0.03,0.04,0.01,0.04,Matches
503,Wilfried Zaha\Wilfried-Zaha,ci CIV,FW,Crystal Palace,25,1992,34,34,3036,10,5,0,0,9,1,0.3,0.15,0.44,0.3,0.44,6.6,6.6,5.6,0.2,0.16,0.36,0.2,0.36,Matches
504,Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa,cm CMR,MF,Fulham,22,1995,22,16,1517,0,0,0,0,2,1,0,0,0,0,0,0.8,0.8,0.4,0.05,0.02,0.07,0.05,0.07,Matches
505,Davide Zappacosta\Davide-Zappacosta,it ITA,DF,Chelsea,26,1992,4,1,128,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.04,0.1,0.14,0.04,0.14,Matches
