Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
121,Breel Embolo\Breel-Embolo,ch SUI,FW,Schalke 04,21,1997,20,15,1345,5,1,0,0,4,0,0.33,0.07,0.4,0.33,0.4,3.6,3.6,2.5,0.24,0.16,0.41,0.24,0.41,Matches
122,Patrick Erras\Patrick-Erras,de GER,MF,Nürnberg,23,1995,19,13,1222,0,1,0,0,1,0,0,0.07,0.07,0,0.07,0.6,0.6,0.5,0.05,0.04,0.08,0.05,0.08,Matches
123,Michael Esser\Michael-Esser,de GER,GK,Hannover 96,30,1987,32,32,2880,0,0,0,0,3,0,0,0,0,0,0,0,0,0.8,0,0.02,0.02,0,0.02,Matches
124,Alexander Esswein\Alexander-Esswein,de GER,FWMF,Stuttgart,28,1990,17,15,1251,0,0,0,0,3,0,0,0,0,0,0,1.7,1.7,2.2,0.12,0.16,0.28,0.12,0.28,Matches
125,Ewerton\Ewerton,br BRA,DF,Nürnberg,29,1989,18,15,1341,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.1,0.03,0,0.03,0.03,0.03,Matches
126,Marco Fabián\Marco-Fabian,mx MEX,FW,Eint Frankfurt,29,1989,1,1,62,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.13,0,0.13,0.13,0.13,Matches
127,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,29,1988,17,16,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,Matches
128,Simon Falette\Simon-Falette,gn GUI,DF,Eint Frankfurt,26,1992,7,7,600,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0,0.01,0.01,0.01,Matches
129,Felipe\Felipe,br BRA,DF,Hannover 96,31,1987,17,14,1095,2,0,0,0,5,1,0.16,0,0.16,0.16,0.16,0.8,0.8,0,0.07,0,0.07,0.07,0.07,Matches
130,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Wolfsburg,20,1997,11,2,244,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
131,Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,31,1986,28,28,2225,1,0,0,0,10,1,0.04,0,0.04,0.04,0.04,0.9,0.9,0.2,0.04,0.01,0.04,0.04,0.04,Matches
132,Oliver Fink\Oliver-Fink,de GER,MF,Düsseldorf,36,1982,18,13,1055,3,0,0,0,4,0,0.26,0,0.26,0.26,0.26,0.9,0.9,0.8,0.07,0.07,0.14,0.07,0.14,Matches
133,Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,29,1989,18,17,1335,10,1,4,4,2,0,0.67,0.07,0.74,0.4,0.47,10.5,7.5,1.1,0.71,0.07,0.78,0.5,0.58,Matches
134,Mark Flekken\Mark-Flekken,nl NED,GK,Freiburg,25,1993,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
135,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,26,1991,20,14,1249,4,7,3,3,0,0,0.29,0.5,0.79,0.07,0.58,4.5,2.2,4.7,0.32,0.34,0.66,0.16,0.49,Matches
136,Iver Fossum\Iver-Fossum,no NOR,MFFW,Hannover 96,22,1996,9,5,455,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.04,0.14,0.18,0.04,0.18,Matches
137,Raphael Framberger\Raphael-Framberger,de GER,DFMF,Augsburg,22,1995,7,6,548,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.17,0.17,0,0.17,Matches
138,Mike Frantz\Mike-Frantz,de GER,MFFW,Freiburg,31,1986,31,29,2216,2,1,0,0,2,0,0.08,0.04,0.12,0.08,0.12,1.9,1.9,1.1,0.08,0.05,0.12,0.08,0.12,Matches
139,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,20,1998,7,5,474,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
140,Alexander Fuchs\Alexander-Fuchs,de GER,MF,Nürnberg,21,1997,9,8,655,1,0,0,0,3,0,0.14,0,0.14,0.14,0.14,0.7,0.7,0.7,0.09,0.09,0.19,0.09,0.19,Matches
141,Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Hannover 96,25,1993,14,13,1112,2,1,1,1,1,0,0.16,0.08,0.24,0.08,0.16,3.7,2.9,1,0.3,0.08,0.38,0.24,0.32,Matches
142,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,MF,Eint Frankfurt,23,1995,29,16,1626,0,1,0,0,3,0,0,0.06,0.06,0,0.06,1.7,1.7,2,0.1,0.11,0.2,0.1,0.2,Matches
143,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Mainz 05,22,1995,31,30,2672,2,1,0,0,3,0,0.07,0.03,0.1,0.07,0.1,1.4,1.4,1.8,0.05,0.06,0.11,0.05,0.11,Matches
144,Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,31,1986,32,32,2814,3,2,0,0,2,0,0.1,0.06,0.16,0.1,0.16,3.8,3.8,1.8,0.12,0.06,0.18,0.12,0.18,Matches
145,Dennis Geiger\Dennis-Geiger,de GER,MFFW,Hoffenheim,20,1998,4,2,246,0,1,0,0,1,0,0,0.37,0.37,0,0.37,0.1,0.1,0.6,0.05,0.22,0.27,0.05,0.27,Matches
146,Christian Gentner\Christian-Gentner,de GER,MF,Stuttgart,32,1985,29,24,2018,0,5,0,0,3,0,0,0.22,0.22,0,0.22,2.7,2.7,1.4,0.12,0.06,0.18,0.12,0.18,Matches
147,Yannick Gerhardt\Yannick-Gerhardt,de GER,MF,Wolfsburg,24,1994,30,28,2455,2,2,0,0,2,0,0.07,0.07,0.15,0.07,0.15,3.2,3.2,2.2,0.12,0.08,0.2,0.12,0.2,Matches
148,Fabian Giefer\Fabian-Giefer,de GER,GK,Augsburg,28,1990,4,4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.02,0.02,0,0.02,Matches
149,Niko Gießelmann\Niko-Giesselmann,de GER,DF,Düsseldorf,26,1991,30,29,2593,0,3,0,0,2,0,0,0.1,0.1,0,0.1,0.9,0.9,3.1,0.03,0.11,0.14,0.03,0.14,Matches
150,Daniel Ginczek\Daniel-Ginczek,de GER,FW,Wolfsburg,27,1991,24,12,1276,6,2,0,0,4,0,0.42,0.14,0.56,0.42,0.56,3.8,3.8,1.6,0.27,0.11,0.38,0.27,0.38,Matches
151,Matthias Ginter\Matthias-Ginter,de GER,DF,M'Gladbach,24,1994,27,27,2379,2,0,0,0,2,0,0.08,0,0.08,0.08,0.08,2,2,0.2,0.08,0.01,0.08,0.08,0.08,Matches
152,Serge Gnabry\Serge-Gnabry,de GER,FWMF,Bayern Munich,23,1995,30,21,1762,10,5,0,0,0,0,0.51,0.26,0.77,0.51,0.77,7.8,7.8,7.3,0.4,0.37,0.77,0.4,0.77,Matches
153,Kevin Goden\Kevin-Goden,de GER,DFFW,Nürnberg,19,1999,5,3,273,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0.03,0.03,0,0.03,Matches
154,Mario Gómez\Mario-Gomez,de GER,FW,Stuttgart,33,1985,31,25,2211,7,2,0,0,4,1,0.28,0.08,0.37,0.28,0.37,10.2,10.2,2.6,0.41,0.11,0.52,0.41,0.52,Matches
155,Jérôme Gondorf\Jerome-Gondorf,de GER,MFFW,Freiburg,30,1988,25,13,1296,2,2,0,0,3,0,0.14,0.14,0.28,0.14,0.28,1.5,1.5,2.9,0.1,0.2,0.3,0.1,0.3,Matches
156,Nicolás González\Nicolas-Gonzalez,ar ARG,FWMF,Stuttgart,20,1998,30,23,2162,2,3,0,0,2,1,0.08,0.12,0.21,0.08,0.21,6.3,6.3,3.7,0.26,0.15,0.42,0.26,0.42,Matches
157,Leon Goretzka\Leon-Goretzka,de GER,MF,Bayern Munich,23,1995,30,23,2023,8,4,0,0,3,0,0.36,0.18,0.53,0.36,0.53,6.1,6.1,2.3,0.27,0.1,0.37,0.27,0.37,Matches
158,Felix Götze\Felix-Gotze,de GER,MF,Augsburg,20,1998,6,0,126,1,0,0,0,0,0,0.71,0,0.71,0.71,0.71,0.9,0.9,0,0.63,0,0.63,0.63,0.63,Matches
159,Mario Götze\Mario-Gotze,de GER,FWMF,Dortmund,26,1992,26,19,1674,7,7,0,0,0,0,0.38,0.38,0.75,0.38,0.75,4.7,4.7,5.5,0.25,0.29,0.54,0.25,0.54,Matches
160,Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,27,1991,25,24,2092,0,2,0,0,4,0,0,0.09,0.09,0,0.09,0.4,0.4,1.5,0.02,0.07,0.08,0.02,0.08,Matches
161,Michael Gregoritsch\Michael-Gregoritsch,at AUT,MFFW,Augsburg,24,1994,32,28,2487,6,2,1,1,4,0,0.22,0.07,0.29,0.18,0.25,8.7,7.9,2.3,0.31,0.08,0.4,0.29,0.37,Matches
162,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Freiburg,25,1993,16,16,1427,6,3,1,1,1,0,0.38,0.19,0.57,0.32,0.5,3.3,2.5,3.6,0.21,0.23,0.43,0.16,0.39,Matches
163,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Hoffenheim,25,1993,7,3,335,1,2,1,1,0,0,0.27,0.54,0.81,0,0.54,1.5,0.7,0.9,0.41,0.24,0.64,0.2,0.44,Matches
164,Florian Grillitsch\Florian-Grillitsch,at AUT,MF,Hoffenheim,22,1995,30,27,2394,0,3,0,0,8,0,0,0.11,0.11,0,0.11,1.4,1.4,2.4,0.05,0.09,0.14,0.05,0.14,Matches
165,Marko Grujić\Marko-Grujic,rs SRB,MF,Hertha BSC,22,1996,22,20,1780,5,1,0,0,5,0,0.25,0.05,0.3,0.25,0.3,3.7,3.7,1.6,0.19,0.08,0.27,0.19,0.27,Matches
166,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,FWDF,Dortmund,24,1993,23,17,1527,2,6,0,0,2,0,0.12,0.35,0.47,0.12,0.47,2.9,2.9,4.4,0.17,0.26,0.43,0.17,0.43,Matches
167,Josuha Guilavogui\Josuha-Guilavogui,fr FRA,MF,Wolfsburg,27,1990,19,18,1570,2,1,0,0,5,0,0.11,0.06,0.17,0.11,0.17,1.2,1.2,0.3,0.07,0.02,0.08,0.07,0.08,Matches
168,Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,RB Leipzig,28,1990,33,33,2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.01,0.01,0,0.01,Matches
169,Manuel Gulde\Manuel-Gulde,de GER,DF,Freiburg,27,1991,21,20,1712,1,0,0,0,3,0,0.05,0,0.05,0.05,0.05,0.6,0.6,0.3,0.03,0.01,0.05,0.03,0.05,Matches
170,Christian Günter\Christian-Gunter,de GER,DF,Freiburg,25,1993,32,32,2879,0,5,0,0,4,1,0,0.16,0.16,0,0.16,0.9,0.9,3.8,0.03,0.12,0.15,0.03,0.15,Matches
171,Ahmet Gürleyen\Ahmet-Gurleyen,de GER,DF,Mainz 05,19,1999,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,3.41,0,3.41,3.41,3.41,Matches
172,Jonathan de Guzmán\Jonathan-de-Guzman,nl NED,MF,Eint Frankfurt,30,1987,28,17,1564,3,6,0,0,4,0,0.17,0.35,0.52,0.17,0.52,3.1,3.1,3.6,0.18,0.21,0.38,0.18,0.38,Matches
173,Janik Haberer\Janik-Haberer,de GER,MFFW,Freiburg,24,1994,27,26,2340,1,3,0,0,5,1,0.04,0.12,0.15,0.04,0.15,1.5,1.5,2.9,0.06,0.11,0.17,0.06,0.17,Matches
174,Alexander Hack\Alexander-Hack,de GER,DF,Mainz 05,24,1993,14,11,1020,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,0.8,0.8,0.6,0.07,0.05,0.12,0.07,0.12,Matches
175,Benjamin Hadžić\Benjamin-Hadzic,ba BIH,FWMF,Hannover 96,19,1999,3,0,25,0,1,0,0,0,0,0,3.6,3.6,0,3.6,0,0,0.1,0,0.22,0.22,0,0.22,Matches
176,André Hahn\Andre-Hahn,de GER,FWMF,Augsburg,27,1990,28,21,2052,4,4,0,0,7,0,0.18,0.18,0.35,0.18,0.35,2.5,2.5,3.7,0.11,0.16,0.27,0.11,0.27,Matches
177,Amadou Haidara\Amadou-Haidara,ml MLI,MF,RB Leipzig,20,1998,9,4,378,1,0,0,0,1,0,0.24,0,0.24,0.24,0.24,0.7,0.7,0.3,0.18,0.07,0.25,0.18,0.25,Matches
178,Achraf Hakimi\Achraf-Hakimi,ma MAR,DF,Dortmund,19,1998,21,19,1740,2,4,0,0,4,0,0.1,0.21,0.31,0.1,0.31,1.4,1.4,1.4,0.07,0.07,0.15,0.07,0.15,Matches
179,Sébastien Haller\Sebastien-Haller,fr FRA,FW,Eint Frankfurt,24,1994,29,23,2182,15,9,3,3,3,0,0.62,0.37,0.99,0.49,0.87,12.8,10.6,5.7,0.53,0.24,0.76,0.44,0.67,Matches
180,Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,RB Leipzig,26,1991,28,27,2414,3,6,2,2,2,0,0.11,0.22,0.34,0.04,0.26,3.9,2.3,6.7,0.14,0.25,0.39,0.09,0.34,Matches
181,Genki Haraguchi\Genki-Haraguchi,jp JPN,MFDF,Hannover 96,27,1991,28,22,2133,0,3,0,0,1,0,0,0.13,0.13,0,0.13,2.8,2.8,1.9,0.12,0.08,0.2,0.12,0.2,Matches
182,Amine Harit\Amine-Harit,ma MAR,MFFW,Schalke 04,21,1997,18,12,1082,1,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,1.2,1.2,1.4,0.1,0.11,0.21,0.1,0.21,Matches
183,Martin Harnik\Martin-Harnik,at AUT,FWMF,Werder Bremen,31,1987,18,10,828,4,2,0,0,2,0,0.43,0.22,0.65,0.43,0.65,6.1,6.1,1.7,0.67,0.18,0.85,0.67,0.85,Matches
184,Makoto Hasebe\Makoto-Hasebe,jp JPN,DFMF,Eint Frankfurt,34,1984,28,28,2520,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.5,0,0.02,0.02,0,0.02,Matches
185,Kai Havertz\Kai-Havertz,de GER,MFFW,Leverkusen,19,1999,34,33,2894,17,3,3,3,2,0,0.53,0.09,0.62,0.44,0.53,13.1,10.9,4.8,0.41,0.15,0.56,0.34,0.49,Matches
186,Thorgan Hazard\Thorgan-Hazard,be BEL,FWDF,M'Gladbach,25,1993,33,33,2873,10,11,3,5,1,0,0.31,0.34,0.66,0.22,0.56,11.3,7.5,8.9,0.35,0.28,0.63,0.23,0.51,Matches
187,Dominique Heintz\Dominique-Heintz,de GER,DF,Freiburg,24,1993,34,34,3053,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,0.9,0.9,0.8,0.03,0.02,0.05,0.03,0.05,Matches
188,Rouwen Hennings\Rouwen-Hennings,de GER,FW,Düsseldorf,30,1987,29,19,1833,7,4,1,1,3,0,0.34,0.2,0.54,0.29,0.49,8.3,7.5,3.3,0.41,0.16,0.57,0.37,0.53,Matches
189,Benjamin Henrichs\Benjamin-Henrichs,de GER,DF,Leverkusen,21,1997,1,1,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
190,Patrick Herrmann\Patrick-Herrmann,de GER,FWDF,M'Gladbach,27,1991,24,10,1079,3,2,0,0,1,0,0.25,0.17,0.42,0.25,0.42,1.1,1.1,2.3,0.1,0.19,0.29,0.1,0.29,Matches
191,Martin Hinteregger\Martin-Hinteregger,at AUT,DF,Eint Frankfurt,25,1992,14,14,1142,1,0,0,0,3,0,0.08,0,0.08,0.08,0.08,0.9,0.9,0.1,0.08,0.01,0.09,0.08,0.09,Matches
192,Martin Hinteregger\Martin-Hinteregger,at AUT,DF,Augsburg,25,1992,18,18,1575,2,0,0,0,0,0,0.11,0,0.11,0.11,0.11,1.2,1.2,0.4,0.07,0.02,0.09,0.07,0.09,Matches
193,Marwin Hitz\Marwin-Hitz,ch SUI,GK,Dortmund,30,1987,2,2,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
194,André Hoffmann\Andre-Hoffmann,de GER,DFMF,Düsseldorf,25,1993,13,11,1049,0,0,0,0,4,0,0,0,0,0,0,0.4,0.4,0,0.03,0,0.04,0.03,0.04,Matches
195,Nicolas Höfler\Nicolas-Hofler,de GER,MF,Freiburg,28,1990,18,18,1615,0,0,0,0,6,0,0,0,0,0,0,0.8,0.8,0.5,0.04,0.03,0.07,0.04,0.07,Matches
196,Jonas Hofmann\Jonas-Hofmann,de GER,MF,M'Gladbach,26,1992,27,21,1911,5,5,1,2,2,0,0.24,0.24,0.47,0.19,0.42,6,4.4,3.1,0.28,0.14,0.43,0.21,0.35,Matches
197,Lucas Höler\Lucas-Holer,de GER,FWMF,Freiburg,24,1994,26,11,1006,4,0,0,0,0,0,0.36,0,0.36,0.36,0.36,3.6,3.6,0.6,0.32,0.06,0.38,0.32,0.38,Matches
198,Gerrit Holtmann\Gerrit-Holtmann,de GER,FWMF,Mainz 05,23,1995,4,1,145,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.08,0.09,0.18,0.08,0.18,Matches
199,Justin Hoogma\Justin-Hoogma,nl NED,DFMF,Hoffenheim,20,1998,2,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
200,Lukáš Hrádecký\Lukas-Hradecky,fi FIN,GK,Leverkusen,28,1989,32,32,2880,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,Matches
201,Branimir Hrgota\Branimir-Hrgota,se SWE,FW,Eint Frankfurt,25,1993,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
202,Benjamin Hübner\Benjamin-Hubner,de GER,DF,Hoffenheim,29,1989,10,9,813,0,0,0,0,2,0,0,0,0,0,0,0.6,0.6,0,0.07,0,0.07,0.07,0.07,Matches
203,Mats Hummels\Mats-Hummels,de GER,DF,Bayern Munich,29,1988,21,20,1775,1,1,0,0,1,0,0.05,0.05,0.1,0.05,0.1,2.1,2.1,1,0.1,0.05,0.16,0.1,0.16,Matches
204,Vedad Ibišević\Vedad-Ibisevic,ba BIH,FW,Hertha BSC,33,1984,28,24,1807,10,2,1,1,5,1,0.5,0.1,0.6,0.45,0.55,11,10.3,1.6,0.55,0.08,0.63,0.51,0.59,Matches
205,Ivo Iličević\Ivo-Ilicevic,hr CRO,MF,Nürnberg,31,1986,3,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
206,Stefan Ilsanker\Stefan-Ilsanker,at AUT,DFMF,RB Leipzig,29,1989,19,10,933,0,0,0,0,5,1,0,0,0,0,0,0.4,0.4,0.1,0.04,0.01,0.05,0.04,0.05,Matches
207,Emiliano Insúa\Emiliano-Insua,ar ARG,DF,Stuttgart,29,1989,27,24,2114,2,2,0,0,4,1,0.09,0.09,0.17,0.09,0.17,0.6,0.6,2.3,0.03,0.1,0.12,0.03,0.12,Matches
208,Mikael Ishak\Mikael-Ishak,se SWE,FW,Nürnberg,25,1993,29,22,1917,4,3,1,2,1,0,0.19,0.14,0.33,0.14,0.28,5.1,3.6,1.8,0.24,0.09,0.33,0.17,0.26,Matches
209,Gian-Luca Itter\Gian-Luca-Itter,de GER,DF,Wolfsburg,19,1999,2,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
210,Koo Ja-cheol\Koo-Ja-cheol,kr KOR,MFFW,Augsburg,29,1989,26,19,1640,2,1,0,0,3,0,0.11,0.05,0.16,0.11,0.16,2.7,2.7,0.5,0.15,0.03,0.18,0.15,0.18,Matches
211,Lukas Jäger\Lukas-Jager,at AUT,MF,Nürnberg,24,1994,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
212,Christoph Janker\Christoph-Janker,de GER,MFFW,Augsburg,33,1985,4,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
213,Tony Jantschke\Tony-Jantschke,de GER,DF,M'Gladbach,28,1990,14,10,933,0,1,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
214,Rune Jarstein\Rune-Jarstein,no NOR,GK,Hertha BSC,33,1984,31,31,2745,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
215,Dennis Jastrzembski\Dennis-Jastrzembski,de GER,DFMF,Hertha BSC,18,2000,5,0,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.02,0.18,0.2,0.02,0.2,Matches
216,Tin Jedvaj\Tin-Jedvaj,hr CRO,DF,Leverkusen,22,1995,16,13,1121,0,0,0,0,3,0,0,0,0,0,0,0.7,0.7,0.5,0.06,0.04,0.1,0.06,0.1,Matches
217,Fredrik Jensen\Fredrik-Jensen,fi FIN,FWMF,Augsburg,20,1997,6,2,207,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.19,0.23,0.42,0.19,0.42,Matches
218,Joelinton\Joelinton,br BRA,FWMF,Hoffenheim,21,1996,28,25,2130,7,5,0,0,5,0,0.3,0.21,0.51,0.3,0.51,9.3,9.3,4.2,0.39,0.18,0.57,0.39,0.57,Matches
219,Aron Jóhannsson\Aron-Johannsson,us USA,MF,Werder Bremen,27,1990,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
220,Fabian Johnson\Fabian-Johnson,us USA,DFFW,M'Gladbach,30,1987,18,11,1012,1,0,0,0,1,0,0.09,0,0.09,0.09,0.09,1,1,1.2,0.09,0.11,0.19,0.09,0.19,Matches
221,Jonathas\Jonathas,br BRA,FW,Hannover 96,29,1989,10,6,607,3,1,1,1,3,1,0.44,0.15,0.59,0.3,0.44,1.5,0.7,0.5,0.22,0.08,0.29,0.1,0.18,Matches
222,Luka Jović\Luka-Jovic,rs SRB,FWMF,Eint Frankfurt,20,1997,32,25,2243,17,5,1,1,1,0,0.68,0.2,0.88,0.64,0.84,13.9,13.1,3.5,0.56,0.14,0.7,0.53,0.67,Matches
223,Sebastian Jung\Sebastian-Jung,de GER,DF,Wolfsburg,28,1990,1,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches
224,Ozan Kabak\Ozan-Kabak,tr TUR,DF,Stuttgart,18,2000,15,15,1350,3,0,0,0,4,0,0.2,0,0.2,0.2,0.2,1.1,1.1,0.3,0.07,0.02,0.09,0.07,0.09,Matches
225,Pavel Kadeřábek\Pavel-Kaderabek,cz CZE,DFMF,Hoffenheim,26,1992,29,28,2509,3,4,0,0,7,0,0.11,0.14,0.25,0.11,0.25,3.8,3.8,4.4,0.14,0.16,0.29,0.14,0.29,Matches
226,Shinji Kagawa\Shinji-Kagawa,jp JPN,MF,Dortmund,29,1989,2,1,98,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.32,0,0.32,0.32,0.32,Matches
227,Florian Kainz\Florian-Kainz,at AUT,FW,Werder Bremen,25,1992,8,5,373,0,1,0,0,2,0,0,0.24,0.24,0,0.24,0.4,0.4,0.7,0.09,0.18,0.27,0.09,0.27,Matches
228,Salomon Kalou\Salomon-Kalou,ci CIV,FWMF,Hertha BSC,32,1985,30,27,2317,8,2,3,3,0,0,0.31,0.08,0.39,0.19,0.27,8.9,6.6,4,0.34,0.16,0.5,0.26,0.41,Matches
229,Marcin Kamiński\Marcin-Kaminski,pl POL,DF,Düsseldorf,26,1992,27,27,2430,0,1,0,0,1,0,0,0.04,0.04,0,0.04,0.7,0.7,0.4,0.03,0.01,0.04,0.03,0.04,Matches
230,Patrick Kammerbauer\Patrick-Kammerbauer,de GER,FW,Freiburg,21,1997,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
231,Kevin Kampl\Kevin-Kampl,si SVN,MF,RB Leipzig,27,1990,27,25,2113,2,5,0,0,5,0,0.09,0.21,0.3,0.09,0.3,1.6,1.6,3.3,0.07,0.14,0.21,0.07,0.21,Matches
232,Stefanos Kapino\Stefanos-Kapino,gr GRE,GK,Werder Bremen,24,1994,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
233,Kenan Karaman\Kenan-Karaman,tr TUR,FWMF,Düsseldorf,24,1994,21,9,919,3,1,0,0,0,0,0.29,0.1,0.39,0.29,0.39,3.2,3.2,1.9,0.31,0.19,0.5,0.31,0.5,Matches
234,Marc-Oliver Kempf\Marc-Oliver-Kempf,de GER,DF,Stuttgart,23,1995,23,23,2025,2,0,0,0,3,0,0.09,0,0.09,0.09,0.09,1.9,1.9,0.2,0.08,0.01,0.09,0.08,0.09,Matches
235,Sebastian Kerk\Sebastian-Kerk,de GER,MFFW,Nürnberg,24,1994,21,17,1179,0,1,0,0,0,0,0,0.08,0.08,0,0.08,0.9,0.9,1.9,0.07,0.15,0.22,0.07,0.22,Matches
236,Rani Khedira\Rani-Khedira,de GER,DFMF,Augsburg,24,1994,30,30,2624,4,1,0,0,6,0,0.14,0.03,0.17,0.14,0.17,2,2,0.7,0.07,0.02,0.09,0.07,0.09,Matches
237,Isaac Kiese Thelin\Isaac-Kiese-Thelin,se SWE,FW,Leverkusen,26,1992,6,1,180,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.11,0,0.11,0.11,0.11,Matches
238,Joshua Kimmich\Joshua-Kimmich,de GER,DFMF,Bayern Munich,23,1995,34,34,3060,2,13,0,0,4,0,0.06,0.38,0.44,0.06,0.44,1.9,1.9,9.3,0.06,0.27,0.33,0.06,0.33,Matches
239,Davy Klaassen\Davy-Klaassen,nl NED,MF,Werder Bremen,25,1993,33,33,2816,5,4,0,0,5,0,0.16,0.13,0.29,0.16,0.29,3.3,3.3,3.2,0.11,0.1,0.21,0.11,0.21,Matches
240,Felix Klaus\Felix-Klaus,de GER,FWMF,Wolfsburg,25,1992,15,5,443,1,1,0,0,0,0,0.2,0.2,0.41,0.2,0.41,2.4,2.4,1.7,0.48,0.34,0.82,0.48,0.82,Matches
241,Tim Kleindienst\Tim-Kleindienst,de GER,FW,Freiburg,22,1995,4,2,200,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.16,0.05,0.21,0.16,0.21,Matches
242,Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,22,1996,26,22,2003,5,1,0,0,1,0,0.22,0.04,0.27,0.22,0.27,2,2,1.5,0.09,0.07,0.16,0.09,0.16,Matches
243,Lukas Klünter\Lukas-Klunter,de GER,DF,Hertha BSC,22,1996,10,7,592,0,0,0,0,2,1,0,0,0,0,0,0.1,0.1,0.4,0.01,0.07,0.08,0.01,0.08,Matches
244,Robin Knoche\Robin-Knoche,de GER,DF,Wolfsburg,26,1992,31,31,2790,3,0,0,0,0,0,0.1,0,0.1,0.1,0.1,2,2,0.2,0.06,0.01,0.07,0.06,0.07,Matches
245,Törles Knöll\Torles-Knoll,de GER,FW,Nürnberg,20,1997,16,2,370,1,0,0,0,0,0,0.24,0,0.24,0.24,0.24,1.2,1.2,0.1,0.29,0.02,0.31,0.29,0.31,Matches
246,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Hoffenheim,20,1997,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
