Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
373,Sebastian Rudy\Sebastian-Rudy,de GER,MF,Schalke 04,28,1990,21,17,1356,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,1,0.01,0.07,0.08,0.01,0.08,Matches
374,Lukas Rupp\Lukas-Rupp,de GER,MF,Hoffenheim,27,1991,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,0.18,Matches
375,Marco Russ\Marco-Russ,de GER,DF,Eint Frankfurt,32,1985,5,3,380,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0.03,0.03,0,0.03,Matches
376,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Eint Frankfurt,25,1992,2,1,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
377,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MFFW,RB Leipzig,24,1994,30,26,2352,4,3,0,0,9,0,0.15,0.11,0.27,0.15,0.27,5.1,5.1,5,0.19,0.19,0.38,0.19,0.38,Matches
378,Nuri Şahin\Nuri-Sahin,tr TUR,MF,Werder Bremen,29,1988,20,19,1476,1,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,0.6,0.6,1.1,0.04,0.07,0.1,0.04,0.1,Matches
379,Samuel Şahin-Radlinger\Samuel-Sahin-Radlinger,at AUT,GK,Hannover 96,25,1992,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
380,Carlos Salcedo\Carlos-Salcedo,mx MEX,DF,Eint Frankfurt,24,1993,6,6,460,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0,0.02,0,0.02,0.02,0.02,Matches
381,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,21,1997,10,5,527,2,0,0,0,3,0,0.34,0,0.34,0.34,0.34,1.9,1.9,0.3,0.32,0.04,0.37,0.32,0.37,Matches
382,Edgar Salli\Edgar-Salli,cm CMR,MFFW,Nürnberg,25,1992,3,1,116,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.05,0.01,0.06,0.05,0.06,Matches
383,Renato Sanches\Renato-Sanches,pt POR,MF,Bayern Munich,20,1997,17,4,577,1,1,0,0,2,1,0.16,0.16,0.31,0.16,0.31,1.4,1.4,0.4,0.22,0.06,0.28,0.22,0.28,Matches
384,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,18,2000,34,26,2461,12,14,0,0,2,0,0.44,0.51,0.95,0.44,0.95,7.4,7.4,6.9,0.27,0.25,0.52,0.27,0.52,Matches
385,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,27,1990,30,29,2614,2,0,0,0,4,0,0.07,0,0.07,0.07,0.07,1.1,1.1,0.6,0.04,0.02,0.06,0.04,0.06,Matches
386,Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,20,1998,9,7,653,0,1,0,0,2,0,0,0.14,0.14,0,0.14,0.1,0.1,0.9,0.01,0.12,0.13,0.01,0.13,Matches
387,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,18,2000,10,1,212,2,0,0,0,1,0,0.85,0,0.85,0.85,0.85,1.5,1.5,0.2,0.64,0.07,0.71,0.64,0.71,Matches
388,Julian Schieber\Julian-Schieber,de GER,FW,Augsburg,29,1989,9,3,258,1,0,0,0,1,0,0.35,0,0.35,0.35,0.35,0.4,0.4,0.4,0.14,0.14,0.28,0.14,0.28,Matches
389,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,21,1997,9,8,773,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.02,0,0.02,0.02,0.02,Matches
390,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,18,1999,4,2,226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
391,Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,30,1988,9,6,566,0,1,0,0,1,0,0,0.16,0.16,0,0.16,0.1,0.1,0.3,0.02,0.04,0.06,0.02,0.06,Matches
392,Jonathan Schmid\Jonathan-Schmid,fr FRA,DF,Augsburg,28,1990,28,28,2520,3,7,0,0,1,0,0.11,0.25,0.36,0.11,0.36,0.6,0.6,3.1,0.02,0.11,0.13,0.02,0.13,Matches
393,Alessandro Schöpf\Alessandro-Schopf,at AUT,MFDF,Schalke 04,24,1994,15,11,1004,1,0,0,0,3,0,0.09,0,0.09,0.09,0.09,1.4,1.4,1,0.12,0.09,0.21,0.12,0.21,Matches
394,Nico Schulz\Nico-Schulz,de GER,DFMF,Hoffenheim,25,1993,30,29,2537,1,5,0,0,6,0,0.04,0.18,0.21,0.04,0.21,2.1,2.1,8.1,0.07,0.29,0.36,0.07,0.36,Matches
395,Pirmin Schwegler\Pirmin-Schwegler,ch SUI,MF,Hannover 96,31,1987,27,25,2075,0,1,0,0,7,0,0,0.04,0.04,0,0.04,0.4,0.4,2.5,0.02,0.11,0.12,0.02,0.12,Matches
396,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,26,1992,33,33,2970,0,1,0,0,1,0,0,0.03,0.03,0,0.03,0,0,0.5,0,0.01,0.01,0,0.01,Matches
397,Davie Selke\Davie-Selke,de GER,FWMF,Hertha BSC,23,1995,30,16,1739,3,5,0,0,4,0,0.16,0.26,0.41,0.16,0.41,6.5,6.5,2.4,0.34,0.12,0.46,0.34,0.46,Matches
398,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,21,1997,26,20,1729,2,1,0,0,4,2,0.1,0.05,0.16,0.1,0.16,2.4,2.4,2,0.13,0.11,0.23,0.13,0.23,Matches
399,Meritan Shabani\Meritan-Shabani,al ALB,FW,Bayern Munich,19,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
400,Steven Skrzybski\Steven-Skrzybski,de GER,FWMF,Schalke 04,25,1992,12,8,664,3,1,0,0,1,0,0.41,0.14,0.54,0.41,0.54,2.3,2.3,1.4,0.31,0.18,0.5,0.31,0.5,Matches
401,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,RB Leipzig,18,2000,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
402,Marcel Sobottka\Marcel-Sobottka,de GER,MF,Düsseldorf,24,1994,14,11,942,0,0,0,0,3,0,0,0,0,0,0,0.6,0.6,0.1,0.06,0.01,0.06,0.06,0.06,Matches
403,Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,29,1988,34,34,3060,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
404,Oliver Sorg\Oliver-Sorg,de GER,DF,Hannover 96,28,1990,19,18,1580,0,0,0,0,6,1,0,0,0,0,0,0.1,0.1,0.4,0,0.02,0.02,0,0.02,Matches
405,Borna Sosa\Borna-Sosa,hr CRO,DFMF,Stuttgart,20,1998,12,7,616,0,1,0,0,3,0,0,0.15,0.15,0,0.15,0.3,0.3,1.3,0.05,0.19,0.24,0.05,0.24,Matches
406,Sebastian Soto\Sebastian-Soto,us USA,MF,Hannover 96,18,2000,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
407,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Augsburg,24,1993,12,11,920,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,1,0.02,0.09,0.12,0.02,0.12,Matches
408,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DFMF,Schalke 04,27,1990,21,20,1763,0,2,0,0,3,0,0,0.1,0.1,0,0.1,0.2,0.2,0.4,0.01,0.02,0.03,0.01,0.03,Matches
409,Jozo Stanić\Jozo-Stanic,hr CRO,DF,Augsburg,19,1999,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
410,Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,23,1995,22,22,1868,1,0,0,0,5,0,0.05,0,0.05,0.05,0.05,0.6,0.6,0.4,0.03,0.02,0.05,0.03,0.05,Matches
411,Renato Steffen\Renato-Steffen,ch SUI,FWDF,Wolfsburg,26,1991,31,18,1503,5,1,0,0,4,0,0.3,0.06,0.36,0.3,0.36,3,3,1.7,0.18,0.1,0.28,0.18,0.28,Matches
412,Marc Stendera\Marc-Stendera,de GER,MF,Eint Frankfurt,22,1995,7,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.14,0.14,0,0.14,Matches
413,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Freiburg,22,1996,21,16,1449,0,2,0,0,5,1,0,0.12,0.12,0,0.12,0.9,0.9,1.4,0.06,0.09,0.15,0.06,0.15,Matches
414,Lars Stindl\Lars-Stindl,de GER,FWMF,M'Gladbach,29,1988,21,19,1508,3,1,0,0,3,0,0.18,0.06,0.24,0.18,0.24,2.7,2.7,2.9,0.16,0.17,0.34,0.16,0.34,Matches
415,Kevin Stöger\Kevin-Stoger,at AUT,MF,Düsseldorf,24,1993,25,24,2118,1,7,0,0,8,0,0.04,0.3,0.34,0.04,0.34,2,2,6,0.08,0.26,0.34,0.08,0.34,Matches
416,Tobias Strobl\Tobias-Strobl,de GER,MFDF,M'Gladbach,28,1990,29,26,2293,0,4,0,0,4,0,0,0.16,0.16,0,0.16,0.8,0.8,1.5,0.03,0.06,0.09,0.03,0.09,Matches
417,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,22,1995,31,29,2654,2,0,0,0,3,0,0.07,0,0.07,0.07,0.07,1.6,1.6,0.3,0.05,0.01,0.06,0.05,0.06,Matches
418,Markus Suttner\Markus-Suttner,at AUT,DFMF,Düsseldorf,31,1987,6,6,489,1,1,0,0,1,0,0.18,0.18,0.37,0.18,0.37,0.2,0.2,0.8,0.04,0.15,0.19,0.04,0.19,Matches
419,Ádám Szalai\Adam-Szalai,hu HUN,FW,Hoffenheim,30,1987,30,15,1627,6,3,0,0,3,0,0.33,0.17,0.5,0.33,0.5,8.5,8.5,2.4,0.47,0.13,0.6,0.47,0.6,Matches
420,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,22,1996,33,33,2937,3,1,0,0,3,0,0.09,0.03,0.12,0.09,0.12,1.8,1.8,0.8,0.05,0.03,0.08,0.05,0.08,Matches
421,Taleb Tawatha\Taleb-Tawatha,il ISR,DFFW,Eint Frankfurt,26,1992,3,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
422,Georg Teigl\Georg-Teigl,at AUT,MFFW,Augsburg,27,1991,6,2,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.02,0.02,0,0.02,Matches
423,Marco Terrazzino\Marco-Terrazzino,de GER,FWMF,Freiburg,27,1991,13,7,517,1,0,0,0,0,0,0.17,0,0.17,0.17,0.17,1,1,0.6,0.18,0.11,0.29,0.18,0.29,Matches
424,Cedric Teuchert\Cedric-Teuchert,de GER,FW,Schalke 04,21,1997,5,2,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
425,Erik Thommy\Erik-Thommy,de GER,MFFW,Stuttgart,23,1994,19,6,794,1,1,0,0,3,1,0.11,0.11,0.23,0.11,0.23,1.2,1.2,1.5,0.13,0.17,0.3,0.13,0.3,Matches
426,Timothy Tillman\Timothy-Tillman,de GER,FWMF,Nürnberg,19,1999,6,1,206,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.07,0.17,0.24,0.07,0.24,Matches
427,George Timotheou\George-Timotheou,au AUS,DF,Schalke 04,21,1997,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
428,Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Wolfsburg,25,1993,10,10,886,1,0,0,0,2,0,0.1,0,0.1,0.1,0.1,1.7,1.7,0.1,0.17,0.01,0.18,0.17,0.18,Matches
429,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,23,1994,2,1,52,1,0,0,0,0,0,1.73,0,1.73,1.73,1.73,0.3,0.3,0.1,0.52,0.23,0.74,0.52,0.74,Matches
430,Ömer Toprak\Omer-Toprak,tr TUR,DF,Dortmund,29,1989,9,1,236,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.03,0,0.03,0.03,0.03,Matches
431,Lucas Torró\Lucas-Torro,es ESP,MF,Eint Frankfurt,24,1994,8,6,560,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.04,0.03,0.06,0.04,0.06,Matches
432,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,20,1997,14,13,1158,2,2,0,0,3,1,0.16,0.16,0.31,0.16,0.31,0.7,0.7,0.6,0.05,0.04,0.1,0.05,0.1,Matches
433,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,22,1996,7,6,519,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.04,0,0.05,0.04,0.05,Matches
434,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FWMF,M'Gladbach,30,1988,16,5,552,0,2,0,0,1,0,0,0.33,0.33,0,0.33,0.8,0.8,2.1,0.14,0.34,0.48,0.14,0.48,Matches
435,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,28,1990,33,33,2937,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
436,Philipp Tschauner\Philipp-Tschauner,de GER,GK,Hannover 96,32,1985,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
437,Anthony Ujah\Anthony-Ujah,ng NGA,FW,Mainz 05,27,1990,22,6,735,4,0,0,0,2,0,0.49,0,0.49,0.49,0.49,3.8,3.8,1.3,0.46,0.16,0.62,0.46,0.62,Matches
438,Sven Ulreich\Sven-Ulreich,de GER,GK,Bayern Munich,29,1988,9,8,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
439,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,19,1998,15,14,1293,0,0,0,0,5,0,0,0,0,0,0,0.6,0.6,0,0.04,0,0.05,0.04,0.05,Matches
440,Takashi Usami\Takashi-Usami,jp JPN,FWMF,Düsseldorf,26,1992,19,10,879,1,2,0,0,1,0,0.1,0.2,0.31,0.1,0.31,2.1,2.1,1.2,0.22,0.12,0.34,0.22,0.34,Matches
441,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,26,1991,20,15,1407,2,1,0,0,3,0,0.13,0.06,0.19,0.13,0.19,4.8,4.8,1.2,0.31,0.08,0.38,0.31,0.38,Matches
442,Enrico Valentini\Enrico-Valentini,it ITA,DF,Nürnberg,29,1989,15,15,1299,0,2,0,0,2,0,0,0.14,0.14,0,0.14,0.2,0.2,1.6,0.01,0.11,0.12,0.01,0.12,Matches
443,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,22,1995,23,21,1877,1,0,0,0,7,2,0.05,0,0.05,0.05,0.05,0.8,0.8,0.2,0.04,0.01,0.05,0.04,0.05,Matches
444,Paul Verhaegh\Paul-Verhaegh,nl NED,DF,Wolfsburg,34,1983,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
445,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,26,1991,28,28,2391,0,0,0,0,5,0,0,0,0,0,0,0.3,0.3,0.2,0.01,0.01,0.02,0.01,0.02,Matches
446,Kevin Volland\Kevin-Volland,de GER,FW,Leverkusen,26,1992,34,32,2814,14,9,0,0,4,0,0.45,0.29,0.74,0.45,0.74,14.6,14.6,6.5,0.47,0.21,0.68,0.47,0.68,Matches
447,Sandro Wagner\Sandro-Wagner,de GER,FW,Bayern Munich,30,1987,7,1,143,0,0,0,0,2,0,0,0,0,0,0,0.6,0.6,0,0.39,0,0.39,0.39,0.39,Matches
448,Walace\Walace,br BRA,MF,Hannover 96,23,1995,26,23,1996,1,1,0,0,5,0,0.05,0.05,0.09,0.05,0.09,0.8,0.8,0.8,0.04,0.03,0.07,0.04,0.07,Matches
449,Luca Waldschmidt\Luca-Waldschmidt,de GER,FWMF,Freiburg,22,1996,30,16,1717,9,1,3,3,1,0,0.47,0.05,0.52,0.31,0.37,7.2,5,3,0.38,0.16,0.53,0.26,0.42,Matches
450,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,25,1992,34,33,2925,17,7,4,4,4,0,0.52,0.22,0.74,0.4,0.62,13.2,10.2,5.3,0.4,0.16,0.57,0.31,0.48,Matches
451,Julian Weigl\Julian-Weigl,de GER,DFMF,Dortmund,22,1995,18,16,1455,1,0,0,0,3,0,0.06,0,0.06,0.06,0.06,0.2,0.2,0.2,0.01,0.01,0.03,0.01,0.03,Matches
452,Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,24,1994,30,22,2111,1,3,0,0,3,0,0.04,0.13,0.17,0.04,0.17,0.7,0.7,3.6,0.03,0.15,0.18,0.03,0.18,Matches
453,Wendell\Wendell,br BRA,DF,Leverkusen,25,1993,28,25,2277,2,2,1,2,5,0,0.08,0.08,0.16,0.04,0.12,2.6,1.1,1.5,0.1,0.06,0.16,0.04,0.1,Matches
454,Oscar Wendt\Oscar-Wendt,se SWE,DF,M'Gladbach,32,1985,32,30,2731,1,1,0,0,2,0,0.03,0.03,0.07,0.03,0.07,0.7,0.7,2.2,0.02,0.07,0.1,0.02,0.1,Matches
455,Timo Werner\Timo-Werner,de GER,FW,RB Leipzig,22,1996,30,29,2509,16,7,0,1,1,0,0.57,0.25,0.83,0.57,0.83,14.8,14,5,0.53,0.18,0.71,0.5,0.68,Matches
456,Hendrik Weydandt\Hendrik-Weydandt,de GER,FWMF,Hannover 96,23,1995,28,18,1723,6,1,0,0,1,0,0.31,0.05,0.37,0.31,0.37,6.5,6.5,2.9,0.34,0.15,0.49,0.34,0.49,Matches
457,Jetro Willems\Jetro-Willems,nl NED,MFDF,Eint Frankfurt,24,1994,23,7,730,0,1,0,0,2,1,0,0.12,0.12,0,0.12,0.3,0.3,1.8,0.03,0.23,0.26,0.03,0.26,Matches
458,William\William,br BRA,DF,Wolfsburg,23,1995,31,30,2675,2,1,0,0,10,0,0.07,0.03,0.1,0.07,0.1,1.7,1.7,2.4,0.06,0.08,0.14,0.06,0.14,Matches
459,Kevin Wimmer\Kevin-Wimmer,at AUT,DF,Hannover 96,25,1992,22,17,1683,0,0,0,0,5,0,0,0,0,0,0,0.2,0.2,0.3,0.01,0.01,0.03,0.01,0.03,Matches
460,Axel Witsel\Axel-Witsel,be BEL,MF,Dortmund,29,1989,33,32,2873,4,1,0,0,2,0,0.13,0.03,0.16,0.13,0.16,2.4,2.4,1.7,0.07,0.05,0.13,0.07,0.13,Matches
461,Marius Wolf\Marius-Wolf,de GER,DFFW,Dortmund,23,1995,16,10,828,1,0,0,0,1,1,0.11,0,0.11,0.11,0.11,0.3,0.3,1.1,0.03,0.12,0.15,0.03,0.15,Matches
462,Jeong Woo-yeong\Jeong-Woo-yeong,kr KOR,FW,Bayern Munich,18,1999,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.6,0.6,0.6,Matches
463,Bobby Wood\Bobby-Wood,us USA,FWMF,Hannover 96,25,1992,20,12,1182,3,1,0,0,1,0,0.23,0.08,0.3,0.23,0.3,2.8,2.8,1.2,0.22,0.09,0.31,0.22,0.31,Matches
464,Haji Wright\Haji-Wright,us USA,FW,Schalke 04,20,1998,7,2,197,1,0,0,0,0,0,0.46,0,0.46,0.46,0.46,1.2,1.2,0,0.53,0.01,0.54,0.53,0.54,Matches
465,John Yeboah\John-Yeboah,de GER,FW,Wolfsburg,18,2000,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.06,0.73,0.79,0.06,0.79,Matches
466,Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,Dortmund,19,1999,17,15,1267,2,0,0,0,4,0,0.14,0,0.14,0.14,0.14,1.5,1.5,0.1,0.11,0.01,0.12,0.11,0.12,Matches
467,Denis Zakaria\Denis-Zakaria,ch SUI,MF,M'Gladbach,21,1996,31,21,1959,4,0,0,0,7,0,0.18,0,0.18,0.18,0.18,3,3,0.8,0.14,0.04,0.18,0.14,0.18,Matches
468,Robin Zentner\Robin-Zentner,de GER,GK,Mainz 05,23,1994,10,10,900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
469,Ron-Robert Zieler\Ron-Robert-Zieler,de GER,GK,Stuttgart,29,1989,34,34,3060,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
470,Jean Zimmer\Jean-Zimmer,de GER,DFMF,Düsseldorf,24,1993,18,17,1435,1,2,0,0,2,0,0.06,0.13,0.19,0.06,0.19,0.5,0.5,3.9,0.03,0.24,0.27,0.03,0.27,Matches
471,Matthias Zimmermann\Matthias-Zimmermann,de GER,DFMF,Düsseldorf,26,1992,34,34,3049,1,3,0,0,4,0,0.03,0.09,0.12,0.03,0.12,0.6,0.6,2.5,0.02,0.07,0.09,0.02,0.09,Matches
472,Adam Zreľák\Adam-Zrelak,sk SVK,FW,Nürnberg,24,1994,14,10,941,2,1,0,0,4,0,0.19,0.1,0.29,0.19,0.29,3.8,3.8,0.6,0.36,0.06,0.43,0.36,0.43,Matches
473,Steven Zuber\Steven-Zuber,ch SUI,FWMF,Stuttgart,26,1991,13,13,1051,5,1,1,1,3,0,0.43,0.09,0.51,0.34,0.43,2.5,1.8,2,0.22,0.17,0.39,0.15,0.33,Matches
474,Steven Zuber\Steven-Zuber,ch SUI,MFFW,Hoffenheim,26,1991,9,6,571,0,1,0,0,1,0,0,0.16,0.16,0,0.16,0.7,0.7,1.5,0.11,0.23,0.34,0.11,0.34,Matches
